regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,4,2025-04-12,2025-04-22,10.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para obter nova ligação de energia ou alteração de carga (sem necessidade de obras),Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Dificuldade para obter nova ligação de energia ou alteração de carga (sem necessidade de obras) | Grupo: Contrato / Oferta",Dificuldade em alterar a carga sem obra.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2025,2,2025-02-11,2025-02-26,9.0,Facebook / Instagram,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Suspensão ou desligamento indevido do serviço | Grupo: Vício de Qualidade",O cliente está sendo suspenso ou desligado do serviço sem motivo claro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2025,2,2025-02-04,,,Cartão de Todos,Cartões de Descontos,Saúde,"Serviços particulares de saúde ( médico, odontológico, hospitalar, ambulatorial, cliníco, cuidadores de idosos )",Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Loja física,S,N,Finalizada não avaliada,Não Avaliada,,0,"Área: Saúde | Assunto: Serviços particulares de saúde ( médico, odontológico, hospitalar, ambulatorial, cliníco, cuidadores de idosos ) | Problema: Má qualidade no atendimento (descortesia / despreparo/ constrangimento) | Grupo: Atendimento / SAC",Má qualidade no atendimento em serviços particulares de saúde.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,1,2024-01-09,2024-01-11,2.0,Latam Airlines (Tam),Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Negativa de embarque de passageiro (preterição / overbooking),Internet,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Transportes | Assunto: Aéreo | Problema: Negativa de embarque de passageiro (preterição / overbooking) | Grupo: Vício de Qualidade,Passageiro negado em voo devido a preterição.,Entrega,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,7,2024-07-19,2024-07-24,5.0,C&A,"Vestuário, Calçados e Acessórios",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta",A cliente reclama que a oferta de vestuário não foi cumprida.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,1,2025-01-16,2025-01-25,9.0,Tim,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Telefonia Móvel Pós-paga | Problema: Dificuldade de contato / acesso a outros canais (exceto SAC) | Grupo: Atendimento / SAC,Dificuldade de contato com o SAC.,Atendimento,Neutro,Baixa
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,1,2024-01-12,2024-01-16,4.0,123 Milhas,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de pagamento de pacote de viagem.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2023,2,2023-02-23,2023-03-03,8.0,Decolar.com,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Problema com cobrança de tarifas e taxas não previstas em pacote de viagem.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2024,5,2024-05-19,2024-05-27,8.0,Aerolíneas Argentinas,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Transportes | Assunto: Aéreo | Problema: Cancelamento de voo | Grupo: Vício de Qualidade,Cancelamento de voo sem aviso prévio.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,12,2024-12-26,2025-01-04,9.0,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda) | Grupo: Vício de Qualidade",Pacote de serviços com mau funcionamento.,Produto,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,9,2023-09-27,2023-10-06,9.0,Vivo - Telefônica,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Demais aparelhos de comunicação,Atendimento / SAC,Dificuldade de contato / demora no atendimento,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Produtos de Telefonia e Informática | Assunto: Demais aparelhos de comunicação | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC,Dificuldade de contato com o SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,5,2023-05-07,2023-05-17,10.0,Claro Celular,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Produtos de Telefonia e Informática | Assunto: Aparelho celular | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cliente reclama cobrança indevida e abusiva por alterações ou cancelamento de contrato.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,8,2024-08-20,2024-08-21,1.0,Serasa Experian ,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Consulta / Monitoramento de CPF,Dados Pessoais e Privacidade,"Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Consulta / Monitoramento de CPF | Problema: Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros | Grupo: Dados Pessoais e Privacidade",O cliente está preocupado com a segurança dos seus dados pessoais e financeiros.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,12,2023-12-11,2023-12-21,10.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Programas Sociais,Vício de Qualidade,Bloqueio / Suspensão indevida do serviço,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Programas Sociais | Problema: Bloqueio / Suspensão indevida do serviço | Grupo: Vício de Qualidade,Cartão de Programas Sociais bloqueado sem motivo justo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2023,5,2023-05-19,2023-05-25,6.0,Azul Linhas Aéreas,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Transportes | Assunto: Aéreo | Problema: Cancelamento de voo | Grupo: Vício de Qualidade,Cancelamento de voo sem aviso prévio.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,3,2023-03-29,2023-04-03,5.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não foi renegociada adequadamente.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,5,2024-05-27,2024-06-05,9.0,Brasilseg (BB Seguros),"Seguros, Capitalização e Previdência",Serviços Financeiros,Demais Seguros,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Serviços Financeiros | Assunto: Demais Seguros | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2025,5,2025-05-29,2025-06-06,8.0,Decolar.com,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Informação,Informações incompletas / inadequadas sobre o serviço,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Informações incompletas / inadequadas sobre o serviço | Grupo: Informação,O cliente não recebeu informações completas e precisas sobre o pacote de viagem.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,7,2024-07-08,2024-07-08,0.0,Hurb - Hotel Urbano,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,Oferta de pacote não foi cumprida.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2024,11,2024-11-13,2024-11-22,9.0,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos) | Grupo: Vício de Qualidade","Falha na prestação do serviço de energia elétrica, causando danos materiais.",Produto,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,6,2023-06-28,2023-06-30,2.0,Electrolux - Eletrodomésticos/Eletroportáteis,Fabricantes - Linha Branca,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Lavadora de roupa, louça e secadora | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC",Dificuldade de contato com o atendimento do SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,3,2025-03-14,2025-03-24,10.0,Akad Seguros (antiga Argo Seguros),"Seguros, Capitalização e Previdência",Serviços Financeiros,Demais Seguros,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Demais Seguros | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2024,7,2024-07-17,2024-07-23,6.0,Banco do Brasil,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado (para servidores públicos ou trabalhadores do setor privado) | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato de crédito consignado.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2024,2,2024-02-20,2024-03-05,3.0,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato e a documentação relacionada ao financiamento de veículo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,mais de 70 anos,2023,2,2023-02-07,2023-02-13,6.0,NET,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Internet Fixa | Problema: Cobrança em duplicidade / Cobrança referente a pagamento já efetuado | Grupo: Cobrança / Contestação,Cliente reclama sobre cobrança em duplicidade de sua conta de internet fixa.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2022,12,2022-12-12,2022-12-15,3.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamento de Imóveis,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Financiamento de Imóveis | Problema: SAC - Dificuldadede de contato / acesso | Grupo: Atendimento / SAC,Dificuldade em entrar em contato com o SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,mais de 70 anos,2025,6,2025-06-14,2025-06-24,10.0,Tim,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho de telefone fixo / interfone,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Produtos de Telefonia e Informática | Assunto: Aparelho de telefone fixo / interfone | Problema: Má qualidade no atendimento (descortesia / despreparo/ constrangimento) | Grupo: Atendimento / SAC,O cliente está insatisfeito com a qualidade do atendimento ao seu aparelho de telefone fixo e interfone.,Atendimento,Negativo,Baixa
